PositionGroup,Weather,Temperature,FieldType,StadiumType,Injured
DB,Indoors,68,Synthetic,Dome,1
LB,Cloudy,84,Synthetic,Indoors,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
LB,Sunny,89,Natural,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
RB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
RB,Sunny,88,Natural,Outddors,1
DB,Partly Cloudy,79,Natural,Outdoor,1
DB,Partly Cloudy,79,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
DB,Indoors,68,Synthetic,Dome,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
DB,Indoors,68,Synthetic,Dome,1
DB,Cloudy,44,Synthetic,Outdoors,1
WR,Rain,52,Natural,Outdoor,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
LB,Cloudy,80,Natural,Outdoor,1
OL,Clear,79,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
LB,Cloudy,70,Natural,Outdoor,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
LB,Cloudy,84,Synthetic,Indoors,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
DB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
LB,Partly Cloudy,76,Natural,Open,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
LB,Clear,33,Natural,Outdoor,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
DB,Sunny,72,Natural,Outdoors,1
TE,Cloudy,45,Synthetic,Outdoor,1
WR,Rain shower,39,Synthetic,Outdoors,1
LB,Sunny,89,Natural,Outdoor,1
WR,Cloudy,81,Natural,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Sunny,88,Natural,Outddors,1
WR,Clear,68,Synthetic,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
WR,Partly Cloudy,48,Natural,Oudoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
LB,Cloudy,67,Natural,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
WR,Clear,44,Natural,Outdoors,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
LB,Cloudy,70,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
WR,Rain shower,39,Synthetic,Outdoors,1
DL,Clear,75,Natural,Outdoor,1
LB,Clear,33,Natural,Outdoor,1
DB,Sunny,72,Natural,Outdoors,1
LB,Clear skies,74,Synthetic,Indoor,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
LB,Sunny,53,Natural,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
OL,Clear,79,Natural,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
OL,Clear,79,Natural,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
DB,Partly Cloudy,79,Natural,Outdoor,1
LB,Sunny,53,Natural,Outdoor,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
LB,Sunny,53,Natural,Outdoor,1
DL,Rain,61,Natural,Outdoor,1
LB,Sunny,53,Natural,Outdoor,1
LB,Sunny,70,Natural,Outdoor,1
DL,Rain,61,Natural,Outdoor,1
WR,Rain shower,39,Synthetic,Outdoors,1
DB,Cloudy,68,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
DB,Sunny,89,Natural,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Sunny,88,Natural,Outddors,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
DB,Cloudy,44,Synthetic,Outdoors,1
DB,Cloudy,68,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
WR,Clear,68,Synthetic,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
LB,Sunny,53,Natural,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
WR,Rain,52,Natural,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
LB,Clear,33,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
OL,Clear,79,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
WR,Cloudy,81,Natural,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Cloudy,67,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
WR,Clear,44,Natural,Outdoors,1
WR,Clear,68,Synthetic,Outdoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
WR,Rain shower,39,Synthetic,Outdoors,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
LB,Sunny,53,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
WR,Clear,68,Synthetic,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
WR,Rain,52,Natural,Outdoor,1
DB,Sunny,72,Natural,Outdoors,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
DB,Sunny,72,Natural,Outdoors,1
DB,Cloudy,44,Synthetic,Outdoors,1
DB,Sunny,89,Natural,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
LB,Cloudy,67,Natural,Outdoor,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
RB,Sunny,89,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
LB,Cloudy,80,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
LB,Sunny,53,Natural,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
LB,Clear,33,Natural,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
DL,Clear,75,Natural,Outdoor,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
LB,Partly Cloudy,76,Natural,Open,1
LB,Partly Cloudy,76,Natural,Open,1
WR,Clear,68,Synthetic,Outdoor,1
LB,Sunny,70,Natural,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
DB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
WR,Rain,52,Natural,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
WR,Partly Cloudy,89,Synthetic,Retractable Roof,1
DB,Sunny,61,Synthetic,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
WR,Partly Cloudy,89,Synthetic,Retractable Roof,1
RB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
RB,Sunny,88,Natural,Outddors,1
OL,Clear,79,Natural,Outdoor,1
LB,Sunny,88,Natural,Outddors,1
DB,Sunny,72,Natural,Outdoors,1
LB,Clear,33,Natural,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
DB,Cloudy,68,Natural,Outdoor,1
WR,Cloudy,81,Natural,Outdoor,1
RB,Sunny,88,Natural,Outddors,1
DB,Cloudy,44,Synthetic,Outdoors,1
DB,Partly Cloudy,79,Natural,Outdoor,1
WR,Cloudy,81,Natural,Outdoor,1
WR,Partly Cloudy,89,Synthetic,Retractable Roof,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
TE,Cloudy,45,Synthetic,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
LB,Sunny,70,Natural,Outdoor,1
DB,Partly Cloudy,79,Natural,Outdoor,1
OL,Clear,79,Natural,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
LB,Cloudy,80,Natural,Outdoor,1
DB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
WR,Partly Cloudy,89,Synthetic,Retractable Roof,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
DL,Rain,61,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
LB,Cloudy,80,Natural,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
WR,Rain shower,39,Synthetic,Outdoors,1
DB,Partly Cloudy,79,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
WR,Rain shower,39,Synthetic,Outdoors,1
LB,Partly Cloudy,76,Natural,Open,1
DB,Sunny,89,Natural,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
WR,Rain,52,Natural,Outdoor,1
WR,Cloudy,81,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
OL,Clear,79,Natural,Outdoor,1
LB,Sunny,70,Natural,Outdoor,1
LB,Sunny,53,Natural,Outdoor,1
RB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
RB,Sunny,88,Natural,Outddors,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
LB,Sunny,88,Natural,Outddors,1
WR,Rain,52,Natural,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
LB,Cloudy,70,Natural,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
DB,Cloudy,44,Synthetic,Outdoors,1
DL,Clear,75,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
LB,Sunny,70,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
LB,Indoor,70,Synthetic,Indoors,1
DB,Partly Cloudy,79,Natural,Outdoor,1
DB,Partly Cloudy,79,Natural,Outdoor,1
WR,Clear,68,Synthetic,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
DB,Fair,45,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
LB,Sunny,89,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
TE,Cloudy,45,Synthetic,Outdoor,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
DB,Indoors,68,Synthetic,Dome,1
WR,Rain shower,39,Synthetic,Outdoors,1
DB,Sunny,72,Natural,Outdoors,1
DB,Indoors,68,Synthetic,Dome,1
WR,Cloudy,81,Natural,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
WR,Clear,44,Natural,Outdoors,1
LB,Clear skies,74,Synthetic,Indoor,1
DB,Sunny,72,Natural,Outdoors,1
LB,Clear,33,Natural,Outdoor,1
DB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
LB,Sunny,89,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
RB,Sunny,89,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
DB,Indoors,68,Synthetic,Dome,1
WR,Partly Cloudy,48,Natural,Oudoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
WR,Clear,68,Synthetic,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
LB,Cloudy,84,Synthetic,Indoors,1
DB,Sunny,72,Natural,Outdoors,1
TE,Partly Cloudy,81,Natural,Outdoors,1
WR,Clear,68,Synthetic,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
WR,Rain shower,39,Synthetic,Outdoors,1
LB,Sunny,53,Natural,Outdoor,1
LB,Cloudy,67,Natural,Outdoor,1
WR,Rain shower,39,Synthetic,Outdoors,1
RB,Sunny,88,Natural,Outddors,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
RB,Sunny,89,Natural,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
WR,Partly Cloudy,71,Natural,Outdoor,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
WR,Clear,44,Natural,Outdoors,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
LB,Cloudy,70,Natural,Outdoor,1
DB,Partly Cloudy,79,Natural,Outdoor,1
LB,Cloudy,67,Natural,Outdoor,1
LB,Clear,33,Natural,Outdoor,1
LB,Sunny,70,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
RB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
DB,Sunny,72,Natural,Outdoors,1
DL,Clear,75,Natural,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
DL,Cold,38,Natural,Outdoor,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
LB,Cloudy,80,Natural,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
RB,Sunny,88,Natural,Outddors,1
DB,Indoors,68,Synthetic,Dome,1
RB,Sunny,89,Natural,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
RB,Sunny,89,Natural,Outdoor,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
LB,Clear,33,Natural,Outdoor,1
TE,Cloudy,45,Synthetic,Outdoor,1
WR,Cloudy,81,Natural,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
DB,Cloudy,44,Synthetic,Outdoors,1
LB,Cloudy,67,Natural,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
TE,Cloudy,45,Synthetic,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
DB,Cloudy,44,Synthetic,Outdoors,1
LB,Cloudy,70,Natural,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
WR,Cloudy,81,Natural,Outdoor,1
RB,Sunny,88,Natural,Outddors,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
WR,Rain,52,Natural,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
TE,Cloudy,45,Synthetic,Outdoor,1
DB,Sunny,72,Natural,Outdoors,1
LB,Sunny,89,Natural,Outdoor,1
WR,Rain,52,Natural,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
DB,Indoors,68,Synthetic,Dome,1
LB,Cloudy,70,Natural,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
DB,Sunny,61,Synthetic,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
RB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
WR,Partly Cloudy,48,Natural,Oudoor,1
DB,Sunny,72,Natural,Outdoors,1
WR,Partly Cloudy,48,Natural,Oudoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
LB,Clear skies,74,Synthetic,Indoor,1
LB,Sunny,88,Natural,Outddors,1
DB,Sunny,89,Natural,Outdoor,1
WR,Clear,68,Synthetic,Outdoor,1
LB,Sunny,53,Natural,Outdoor,1
OL,Clear,79,Natural,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
LB,Sunny,53,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
WR,Partly Cloudy,48,Natural,Oudoor,1
WR,Clear,44,Natural,Outdoors,1
WR,Partly Cloudy,71,Natural,Outdoor,1
WR,Rain shower,39,Synthetic,Outdoors,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
TE,Cloudy,45,Synthetic,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
RB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
LB,Sunny,53,Natural,Outdoor,1
WR,Partly Cloudy,89,Synthetic,Retractable Roof,1
LB,Sunny,53,Natural,Outdoor,1
DB,Cloudy,44,Synthetic,Outdoors,1
LB,Cloudy,70,Natural,Outdoor,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
LB,Cloudy,84,Synthetic,Indoors,1
LB,Indoor,70,Synthetic,Indoors,1
DB,Partly Cloudy,79,Natural,Outdoor,1
DB,Cloudy,68,Natural,Outdoor,1
WR,Clear,68,Synthetic,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
DB,Sunny,72,Natural,Outdoors,1
WR,Partly Cloudy,48,Natural,Oudoor,1
WR,Partly Cloudy,89,Synthetic,Retractable Roof,1
LB,Cloudy,84,Synthetic,Indoors,1
LB,Partly Cloudy,76,Natural,Open,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
WR,Rain,52,Natural,Outdoor,1
DB,"Cloudy, 50% change of rain",55,Synthetic,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
WR,Rain,52,Natural,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
WR,Partly Cloudy,71,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
TE,Partly Cloudy,81,Natural,Outdoors,1
DB,Sunny,72,Natural,Outdoors,1
WR,Partly Cloudy,78,Synthetic,Retractable Roof,1
DB,Fair,45,Natural,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
RB,Sunny,89,Natural,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
DB,Cloudy,44,Synthetic,Outdoors,1
WR,Partly Cloudy,48,Natural,Oudoor,1
WR,Rain shower,39,Synthetic,Outdoors,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
DL,Cold,38,Natural,Outdoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
DB,Indoors,68,Synthetic,Dome,1
DB,Sunny,72,Natural,Outdoors,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
WR,Clear,68,Synthetic,Outdoor,1
DB,Cloudy,44,Synthetic,Outdoors,1
DL,Rain,61,Natural,Outdoor,1
RB,Sunny,88,Natural,Outddors,1
OL,Clear,79,Natural,Outdoor,1
LB,Partly Cloudy,76,Natural,Open,1
RB,Sunny,89,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
DB,Cloudy,68,Natural,Outdoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
LB,Sunny,88,Natural,Outddors,1
DB,Cloudy,44,Synthetic,Outdoors,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
LB,Cloudy,80,Natural,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
DB,Indoors,68,Synthetic,Dome,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
LB,Indoor,70,Synthetic,Indoors,1
DB,Partly Cloudy,79,Natural,Outdoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
DL,Mostly Sunny,39,Synthetic,Outdoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
WR,Partly Cloudy,71,Natural,Outdoor,1
LB,Sunny,88,Natural,Outddors,1
LB,Indoor,70,Synthetic,Indoors,1
LB,Sunny,70,Natural,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
WR,Partly Cloudy,89,Synthetic,Retractable Roof,1
LB,Cloudy,67,Natural,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
WR,Clear,68,Synthetic,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
DB,Fair,45,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
DB,Mostly sunny,73,Synthetic,Retr. Roof - Open,1
DB,Indoors,68,Synthetic,Dome,1
LB,Sunny,70,Natural,Outdoor,1
LB,Cloudy,70,Natural,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
WR,Partly Cloudy,48,Natural,Oudoor,1
LB,Partly Cloudy,46,Synthetic,Outdoor,1
DL,Clear,75,Natural,Outdoor,1
DB,Sunny,89,Natural,Outdoor,1
DB,Sunny,72,Natural,Outdoors,1
LB,Cloudy,70,Natural,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
DL,Cold,38,Natural,Outdoor,1
WR,Clear,68,Synthetic,Outdoor,1
LB,Clear,33,Natural,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
WR,Cloudy,81,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
LB,Cloudy,80,Natural,Outdoor,1
WR,Clear,44,Natural,Outdoors,1
DB,Fair,45,Natural,Outdoor,1
OL,Mostly cloudy,57,Synthetic,Retr. Roof - Closed,1
WR,Clear,44,Natural,Outdoors,1
DB,Cloudy,44,Synthetic,Outdoors,1
WR,Cloudy,68,Synthetic,Retr. Roof-Closed,1
DB,Sunny,72,Natural,Outdoors,1
WR,Rain shower,39,Synthetic,Outdoors,1
DB,Sunny,61,Synthetic,Outdoor,1
LB,Clear skies,74,Synthetic,Indoor,1
OL,Clear,79,Natural,Outdoor,1
DB,Sunny,61,Synthetic,Outdoor,1
DB,Indoors,68,Synthetic,Dome,1
LB,Indoor,70,Synthetic,Indoors,1
LB,Clear,33,Natural,Outdoor,1
DL,Clear,78,Synthetic,"Indoor, Open Roof",1
WR,Cloudy,81,Natural,Outdoor,1
LB,Cloudy,84,Synthetic,Indoors,1
LB,Sunny,70,Natural,Outdoor,1
DL,Cloudy and Cool,62,Synthetic,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
TE,Partly Cloudy,81,Natural,Outdoors,1
TE,Cloudy,45,Synthetic,Outdoor,1
DB,Fair,45,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
LB,Sunny,89,Natural,Outdoor,1
DL,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph.",70,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
LB,Cloudy,67,Natural,Outdoor,1
RB,Sunny,89,Natural,Outdoor,1
